Symbol,Price,Volume
LUNABUSD,0.9442,946490.39
LUNAUSDT,0.0554,11349546.37
IDEXBTC,0.00000035,11715991
IDEXBUSD,0.04879,5071779
RSRBNB,0.00000852,164785652
RSRBTC,0,0
RSRBUSD,0.00184,177583397
RSRUSDT,0.001499,339482991.1
PAXGBNB,6.469,86.6085
PAXGBTC,0.06588,52.1181
PAXGBUSD,1941,479.3954
PAXGUSDT,4747.67,7042.1946
WNXMBNB,0,0
WNXMBTC,0,0
WNXMBUSD,0,0
WNXMUSDT,73.26,2428.38
TRBBNB,0,0
TRBBTC,0.000227,10426.994
TRBBUSD,90.12,4808.74
TRBUSDT,15.03,63289.47
ETHNGN,0,0
DOTBIDR,72297,105230.68
LINKAUD,7.986,99124.7
SXPAUD,0,0
BZRXBNB,0,0
BZRXBTC,0,0
BZRXBUSD,0,0
BZRXUSDT,0,0
WBTCBTC,0.9976,74.1468
WBTCETH,32.63,0.0541
SUSHIBNB,0.002698,351400.4
SUSHIBTC,0.00000297,1390430.3
SUSHIBUSD,0.566,606678.3
SUSHIUSDT,0.1953,1868376.7
YFIIBNB,0,0
YFIIBTC,0.07249,369.4707
YFIIBUSD,0,0
YFIIUSDT,435.5,1767.0523
KSMBNB,0.0908,20868.834
KSMBTC,0.000069,52663.183
KSMBUSD,18.87,16687.533
KSMUSDT,4.26,91342.559
EGLDBNB,0.00666,34466.55
EGLDBTC,0.000054,4381.48
EGLDBUSD,41.53,14981.59
EGLDUSDT,3.9,94910.96
DIABNB,0,0
DIABTC,0.00000285,576187.3
DIABUSD,0.2384,607933.3
DIAUSDT,0.1823,954360.1
RUNEUSDT,0.4,3296559.1
FIOUSDT,0.00482,723874189
UMABTC,0.00000875,590147
UMAUSDT,0.415,1067101.8
EOSUPUSDT,0,0
EOSDOWNUSDT,0,0
TRXUPUSDT,0.03854,3687587.8
TRXDOWNUSDT,1.139,160536.28
XRPUPUSDT,0.0855,2393082.85
XRPDOWNUSDT,0.00008172,1849130081
DOTUPUSDT,0.096,2132641.66
DOTDOWNUSDT,16.737,10609.63
SRMBIDR,0,0
ONEBIDR,0,0
LINKTRY,402.4,27279.82
USDTNGN,1518.4,385539.7
BELBNB,0.002538,422053.7
BELBTC,0.0000015,2704507.9
BELBUSD,0.5356,569376.8
BELUSDT,0.1012,4538425.4
WINGBNB,0,0
WINGBTC,0.0001093,75666.43
SWRVBNB,0,0
SWRVBUSD,0,0
WINGBUSD,5.79,66050.41
WINGUSDT,0.326,906940.49
LTCUPUSDT,0,0
LTCDOWNUSDT,0,0
LENDBKRW,0,0
SXPEUR,0.2654,2812244.9
CREAMBNB,0,0
CREAMBUSD,19.86,21306.549
UNIBNB,0.01464,88310.95
UNIBTC,0.0000438,47658.01
UNIBUSD,4.58,99831.69
UNIUSDT,3.154,3121202.41
NBSBTC,0,0
NBSUSDT,0.00166,336485032.7
OXTBTC,0.00000025,20396354
OXTUSDT,0.0124,208925146
SUNBTC,0,0
SUNUSDT,0.01762,20508669
AVAXBNB,0.01478,54074.67
AVAXBTC,0.0001315,94427.2
AVAXBUSD,38.99,28815.42
AVAXUSDT,9.48,2832253.69
HNTBTC,0.0002357,69127.45
HNTUSDT,4.67,186891.97
BAKEBNB,0.0006028,978631.9
BURGERBNB,0.001536,874653.1
SXPBIDR,0,0
LINKBKRW,0,0
FLMBNB,0,0
FLMBTC,0.00000016,41834750
FLMBUSD,0,0
FLMUSDT,0.0167,16117772
SCRTBTC,0.00000146,4370757.5
SCRTETH,0.000164,478354
CAKEBNB,0.002455,693.28
CAKEBUSD,1.54,379039.43
SPARTABNB,0,0
UNIUPUSDT,0,0
UNIDOWNUSDT,0,0
ORNBTC,0.00001586,290522.4
ORNUSDT,1.053,477794
TRXNGN,0,0
SXPTRY,0.096,511730945
UTKBTC,0.00000045,3505744
UTKUSDT,0.00677,49105072
XVSBNB,0.0045,360.46
XVSBTC,0.0000378,1282.42
XVSBUSD,7.03,46090.98
XVSUSDT,2.71,55603.51
ALPHABNB,0.000299,3967547
ALPHABTC,0.00000035,7073255
ALPHABUSD,0.0771,2477459
ALPHAUSDT,0.0097,42436198
VIDTBTC,0.00000002,106862893
VIDTBUSD,0.02305,26784928
AAVEBNB,0.1517,7664.208
BTCBRL,365167,74.77024
USDTBRL,5.0691,58452131.4
AAVEBTC,0.001271,818.065
AAVEETH,0.04179,240.512
AAVEBUSD,93,4360.017
AAVEUSDT,91.63,107559.493
AAVEBKRW,0,0
NEARBNB,0.001574,99438
NEARBTC,0.00001902,282952.2
NEARBUSD,2.249,241731.5
NEARUSDT,1.371,17641932.1
SXPUPUSDT,0,0
SXPDOWNUSDT,0,0
DOTBKRW,0,0
SXPGBP,0,0
FILBNB,0.00656,138710.15
FILBTC,0.00001267,72542.24
FILBUSD,4.554,66526.18
FILUSDT,0.913,5432121.34
FILUPUSDT,0,0
FILDOWNUSDT,0,0
YFIUPUSDT,0,0
YFIDOWNUSDT,0,0
INJBNB,0.004703,81.9
INJBTC,0.00004148,3664.2
INJBUSD,25.464,38835.583
INJUSDT,2.988,547538.18
AERGOBTC,0.00000257,3384537
AERGOBUSD,0.1003,4114171
LINKEUR,7.73,17412.72
ONEBUSD,0.01505,30696843.2
EASYETH,0,0
AUDIOBTC,0.00000031,16217917.9
AUDIOBUSD,0.1527,2422950.4
AUDIOUSDT,0.01724,53011798.3
CTKBNB,0.000289,91963.8
CTKBTC,0.00000243,70335.1
CTKBUSD,0.534,616601.1
CTKUSDT,0.1759,1103119.1
BCHUPUSDT,0,0
BCHDOWNUSDT,0,0
BOTBTC,0,0
BOTBUSD,0,0
ETHBRL,11155.34,1352.5392
DOTEUR,1.131,155966.41
AKROBTC,0,0
AKROUSDT,0.000981,196396908
KP3RBNB,0.2025,8011.08
KP3RBUSD,45.39,9688.98
AXSBNB,0.001388,182495.41
AXSBTC,0.00001589,20159.32
AXSBUSD,5.88,83545.27
AXSUSDT,1.148,1772564.32
HARDBNB,0.000592,2225172
HARDBTC,0.00000318,1477900
HARDBUSD,0.1091,3685118
HARDUSDT,0.0095,11528516
BNBBRL,3071,228.91
LTCEUR,46.78,3391.337
RENBTCBTC,0,0
RENBTCETH,0,0
DNTBUSD,0.036,20212918
DNTUSDT,0.036,20611766
SLPETH,0.00000028,427281022
ADAEUR,0.2191,2408912
LTCNGN,0,0
CVPETH,0.00032,914382
CVPBUSD,0.343,1225641.4
STRAXBTC,0.00000025,26838730
STRAXETH,0.0003188,992437.2
STRAXBUSD,0.471,1287296.8
STRAXUSDT,0.01332,9493101
FORBTC,0.00000006,93232454
FORBUSD,0.01703,19052168.2
UNFIBNB,0,0
UNFIBTC,0.0000185,137750.2
UNFIBUSD,7.815,35615.5
UNFIUSDT,1.341,287970
FRONTETH,0,0
FRONTBUSD,0.3322,1069503
BCHABUSD,0,0
ROSEBTC,0.00000014,517236
ROSEBUSD,0.06826,8726950.2
ROSEUSDT,0.01024,133294511.5
AVAXTRY,422.4,358277.56
BUSDBRL,4.991,2433651.7
AVAUSDT,0.2056,1539117
SYSBUSD,0.0818,3018102
XEMUSDT,0.01596,19421302
HEGICETH,0,0
HEGICBUSD,0,0
AAVEUPUSDT,0,0
AAVEDOWNUSDT,0,0
PROMBNB,0.01443,92137.94
PROMBUSD,4.424,109569.72
XRPBRL,6.859,359496.2
XRPNGN,0,0
SKLBTC,0.0000001,29951243
SKLBUSD,0.0215,20824424
SKLUSDT,0.00656,189986627
BCHEUR,379.6,197.593
YFIEUR,4835,96.75674
ZILBIDR,253.4,12356996
SUSDBTC,0,0
SUSDETH,0,0
SUSDUSDT,0,0
COVERETH,0,0
COVERBUSD,0,0
GLMBTC,0.0000018,63540
GLMETH,0.0001502,1592812
GHSTETH,0.0008175,456152
GHSTBUSD,0.957,385632.6
SUSHIUPUSDT,0,0
SUSHIDOWNUSDT,0,0
XLMUPUSDT,0,0
XLMDOWNUSDT,0,0
LINKBRL,45.79,9793.78
LINKNGN,0,0
LTCRUB,6383.1,6492.081
TRXTRY,14.27,3537278
XLMEUR,0.1338,986265
DFETH,0,0
DFBUSD,0.036,14913439
GRTBTC,0.00000034,106666
GRTETH,0.00001318,18767526
GRTUSDT,0.02436,35455063
JUVBTC,0.0001377,140070.8
JUVBUSD,2.065,164007.7
JUVUSDT,0.518,1225870.65
PSGBTC,0.0000693,42937.08
PSGBUSD,3.019,132931.62
PSGUSDT,0.841,325360.23
BUSDBVND,0,0
USDTBVND,0,0
1INCHBTC,0.0000013,67066.1
1INCHUSDT,0.0933,3110807.3
REEFBTC,0,0
REEFUSDT,0.000688,579667377
OGBTC,0.0000413,119334.6
OGUSDT,2.598,152065.5
ATMBTC,0.0000944,160029.86
ATMUSDT,1.056,2193236.31
ASRBTC,0.0001339,120189.3
ASRUSDT,1.257,225848
CELOBTC,0.00000113,86622.2
CELOUSDT,0.0817,3256038.2
RIFBTC,0.00000038,15713350
RIFUSDT,0.0353,9446564
CHZTRY,1.741,12149396
XLMTRY,6.972,1526481
LINKGBP,13.173,29241.94
GRTEUR,0.02247,20654669
BTCSTBTC,0.000331,30793.46
BTCSTBUSD,1.16,494604.4
BTCSTUSDT,5.35,121233.48
TRUBTC,0.00000042,9102000
TRUBUSD,0,0
TRUUSDT,0.0072,203645446
DEXEETH,0.001378,104201.39
DEXEBUSD,2.1,70818.25
EOSEUR,0.762,491496.5
LTCBRL,277.4,951.325
USDCBUSD,0.9999,7518551.91
TUSDBUSD,0.9966,2322140
PAXBUSD,0,0
CKBBTC,0,0
CKBBUSD,0.00265,117459832
CKBUSDT,0.001465,270786491
TWTBTC,0.00001229,369587
TWTBUSD,0.7924,448821
TWTUSDT,0.3984,1918994
FIROBTC,0.00002005,91145.6
FIROETH,0,0
FIROUSDT,0.3,1208885.8
BETHETH,0.9996,4197.8517
DOGEEUR,0.07994,5531106
DOGETRY,4.164,32605354
DOGEAUD,0.09449,5681094
DOGEBRL,0.4736,1580545
DOTNGN,0,0
PROSETH,0.000216,1111511
LITBTC,0.00000775,789440.1
LITBUSD,0.812,546421.7
LITUSDT,0.743,1150064.5
BTCVAI,0,0
BUSDVAI,1.015,888945.1
SFPBTC,0.00000372,770434
SFPBUSD,0.5992,563397
SFPUSDT,0.2952,1315242
DOGEGBP,0.07759,1067180
DOTTRY,58.9,169742.42
FXSBTC,0.0000274,169852.8
FXSBUSD,6.964,53357.8
DODOBTC,0.00000021,28059615.1
DODOBUSD,0.1233,3294237.1
DODOUSDT,0.01554,9613153.5
FRONTBTC,0.00001405,307000.5
EASYBTC,0,0
CAKEBTC,0.00002069,49749.32
CAKEUSDT,1.49,1916665.17
BAKEBUSD,0.1426,5300604.3
UFTETH,0.0001694,629896
UFTBUSD,0.2061,2000841
1INCHBUSD,0.2519,1525962.3
BANDBUSD,1.539,283083.6
GRTBUSD,0.1052,3903636
IOSTBUSD,0.007,59313615
OMGBUSD,0.466,858377.4
REEFBUSD,0.001394,313252545.4
ACMBTC,0.0000905,33137.5
ACMBUSD,2.073,225970.1
ACMUSDT,0.409,644673
AUCTIONBTC,0.0000542,82745.48
AUCTIONBUSD,8.04,79831.35
PHABTC,0.00000042,13898151
PHABUSD,0.1034,2934082
DOTGBP,3.015,97031.33
ADATRY,11.41,2540519
ADABRL,1.297,282084.7
ADAGBP,0.513,833927.7
TVKBTC,0.00000145,10026970
TVKBUSD,0.02043,18870516
BADGERBTC,0.00000903,277014.65
BADGERBUSD,2.079,143608.4
BADGERUSDT,0.762,232079.55
FISBTC,0.00000021,11697397
FISBUSD,0.2438,1663335
FISUSDT,0.0191,10613884
DOTBRL,8.2,211362.97
ADAAUD,0.5054,1194900
HOTTRY,0.01816,638791742
EGLDEUR,3.34,1919.81
OMBTC,0.0000008,3530920.3
OMBUSD,0.01891,17786965
OMUSDT,0.0669,8174967.2
PONDBTC,0.0000001,41498038
PONDBUSD,0.00936,17503444.31
PONDUSDT,0.00227,41493072
DEGOBTC,0.0000354,118718.66
DEGOBUSD,1.347,282713.36
DEGOUSDT,0.298,9001858.56
AVAXEUR,8.11,14709.37
BTTTRY,0,0
CHZBRL,0.3021,6648978
UNIEUR,4.856,77207.23
ALICEBTC,0.00000631,636316.59
ALICEBUSD,0.726,318736.38
ALICEUSDT,0.1139,8037467.92
CHZBUSD,0.0746,9099464
CHZEUR,0.053,5958300
CHZGBP,0.0572,8382951
BIFIBNB,0,0
BIFIBUSD,359.6,879.917
LINABTC,0.00000008,110461503
LINABUSD,0.010131,28768149.03
LINAUSDT,0.000337,533020119
ADARUB,34.49,651837.7
ENJBRL,1.328,939629.7
ENJEUR,0.1946,1626862.8
MATICEUR,0.3444,1869510.3
NEOTRY,125.3,34205.82
PERPBTC,0.0000043,546277.78
PERPBUSD,0.54698,569156.07
PERPUSDT,0.125,774608.56
RAMPBTC,0,0
RAMPBUSD,0,0
RAMPUSDT,0,0
SUPERBTC,0.00000167,286628
SUPERBUSD,0.0727,5572901
SUPERUSDT,0.1209,23703828
CFXBTC,0.00000073,1184315
CFXBUSD,0.154,5280880
CFXUSDT,0.05265,36823938
ENJGBP,0.3676,2301404.2
EOSTRY,30.52,1232938.6
LTCGBP,63.56,5499.108
LUNAEUR,0,0
RVNTRY,0.2574,9039388.42
THETAEUR,0.614,591167.5
XVGBUSD,0.003651,72227848.2
EPSBTC,0,0
EPSBUSD,0,0
EPSUSDT,0,0
AUTOBTC,0.00324,3596.383
AUTOBUSD,95.1,6096.019
AUTOUSDT,95.3,5659.442
TKOBTC,0.00000397,421832.5
TKOBIDR,3360,1061502.5
TKOBUSD,0.2082,1268234.5
TKOUSDT,0.0563,7881829.9
PUNDIXETH,0.0001666,937176.8
PUNDIXUSDT,0.1469,654346.9
BTTBRL,0,0
BTTEUR,0,0
HOTEUR,0.001789,156712368.6
WINEUR,0.00001644,154323908
TLMBTC,0.00000006,58909971
TLMBUSD,0.00941,20589713
TLMUSDT,0.00164,563143418
1INCHUPUSDT,0,0
1INCHDOWNUSDT,0,0
BTGBUSD,17.62,35462.13
BTGUSDT,17.65,40036.54
HOTBUSD,0.001058,417729341.6
BNBUAH,26372,327.46
ONTTRY,3.655,11094140
VETEUR,0.006204,2172299
VETGBP,0.0143,30612046.41
WINBRL,0.0006576,2276879149
MIRBTC,0.00000838,2876176.2
MIRBUSD,0.13237,5001654.2
MIRUSDT,0.14168,3601038.7
BARBTC,0.000141,24912.62
BARBUSD,2.533,156574.83
BARUSDT,0.537,408506.21
FORTHBTC,0.0000189,69438.5
FORTHBUSD,3.027,143318.34
FORTHUSDT,0.237,1458632.38
CAKEGBP,2.714,292835.09
DOGERUB,6.94,3421738
HOTBRL,0,0
WRXEUR,0,0
EZBTC,0,0
EZETH,0,0
BAKEUSDT,0.0519,13600840.9
BURGERBUSD,0.3208,1313688.6
BURGERUSDT,0.0172,10439094.1
SLPBUSD,0.001487,374786359
SLPUSDT,0.000591,944463114
TRXAUD,0,0
TRXEUR,0.2739,697020
VETTRY,0.3221,11565803.4
SHIBUSDT,0.00000595,1.35285E+12
SHIBBUSD,0.00000931,1.18834E+11
ICPBTC,0.0000356,54523.01
ICPBNB,0.0168,36058.14
ICPBUSD,3.897,112269.85
ICPUSDT,2.564,2465583.82
SHIBEUR,0.0000051,12576148238
SHIBRUB,0,0
ETCEUR,20,34311.87
ETCBRL,0,0
DOGEBIDR,955,5506437
ARBTC,0.000024,45222.78
ARBNB,0.02183,54257.7
ARBUSD,3.852,88008.66
ARUSDT,1.73,1105410.01
POLSBTC,0.00001859,332915
POLSBNB,0.00265,373927.9
POLSBUSD,0.2567,1607283.2
POLSUSDT,0.3079,917240.7
MDXBTC,0.00000077,5120286
MDXBNB,0,0
MDXBUSD,0.0644,4640111.6
MDXUSDT,0.0345,8965485.1
MASKBNB,0.002727,207874.9
MASKBUSD,3.587,131453.9
MASKUSDT,0.448,2023532.1
LPTBTC,0.000028,5561.16
LPTBNB,0.00356,104365.65
LPTBUSD,6.16,35434.39
LPTUSDT,2.015,232591.73
ETHUAH,97990,138.2007
MATICBRL,2.125,1635369.1
SOLEUR,71.88,38478.021
SHIBBRL,0.00003016,4923102880
AGIXBTC,0.00000969,911170
ICPEUR,2.193,20647.26
MATICGBP,0.819,552506.1
SHIBTRY,0.0002651,1.45254E+11
MATICBIDR,8382,505124.6
MATICRUB,76.47,494469.1
NUBTC,0,0
NUBNB,0,0
NUBUSD,0,0
NUUSDT,0,0
XVGUSDT,0.004788,390693605
RLCBUSD,0,0
CELRBUSD,0.01148,27457485
ATMBUSD,2.42,159803.83
ZENBUSD,7.19,25237.44
FTMBUSD,0.4218,2031452
THETABUSD,0.616,460526.6
WINBUSD,0.0000694,6178613508
KAVABUSD,0.624,556641
XEMBUSD,0,0
ATABTC,0.00000023,10043006
ATABNB,0.000369,6073202
ATABUSD,0.0792,3369618
ATAUSDT,0.009,30013816
GTCBTC,0.00000688,131945
GTCBNB,0,0
GTCBUSD,0.952,267659.5
GTCUSDT,0.079,2004045.7
TORNBTC,0.0002398,63975.37
TORNBNB,0,0
TORNBUSD,1.69,437105.81
TORNUSDT,4.06,115850.15
MATICTRY,12.92,1232915.5
ETCGBP,0,0
SOLGBP,88.08,5908.13
BAKEBTC,0.00000043,9307672
COTIBUSD,0.03732,8527467
KEEPBTC,0,0
KEEPBNB,0,0
KEEPBUSD,0,0
KEEPUSDT,0,0
SOLTRY,3743.2,32526.986
RUNEGBP,1.278,582950.2
SOLBRL,425.9,12312.455
SCBUSD,0.003664,113624629
CHRBUSD,0.1085,3586756
STMXBUSD,0.005851,95081250
HNTBUSD,1.228,396825.95
FTTBUSD,1.13,469445.85
DOCKBUSD,0.01527,23751133
ADABIDR,3965,1301076.2
ERNBNB,0.00669,181108.7
ERNBUSD,1.471,364225
ERNUSDT,2.183,297375.7
KLAYBTC,0.00000185,4324145.7
KLAYBNB,0.000618,1517760
KLAYBUSD,0.1354,2398668.5
KLAYUSDT,0.1255,6918382.8
RUNEEUR,3.762,145182.3
MATICAUD,1.2141,443380.4
DOTRUB,493.5,55887.51
UTKBUSD,0.0561,8410870
IOTXBUSD,0.02148,24475083
PHAUSDT,0.0381,28797138
SOLRUB,5467,7965.53
RUNEAUD,0,0
BUSDUAH,41.12,2615012
BONDBTC,0.00003108,75015.06
BONDBNB,0,0
BONDBUSD,4.262,72984.12
BONDUSDT,2.152,338710.59
MLNBTC,0.0001128,25727.895
MLNBNB,0,0
MLNBUSD,15.73,25666.433
MLNUSDT,3.29,74548.398
GRTTRY,1.088,3427177
CAKEBRL,0,0
ICPRUB,0,0
DOTAUD,6.631,104218.71
AAVEBRL,0,0
EOSAUD,0,0
DEXEUSDT,8.319,227765.71
LTOBUSD,0.0559,7650109
ADXBUSD,0.1334,2303726
QUICKBTC,0.00000074,5263304
QUICKBNB,0,0
QUICKBUSD,74.1,3326.885
C98USDT,0.0224,20456083.9
C98BUSD,0.1343,2612447.6
C98BNB,0.000805,2790397.5
C98BTC,0.00000162,2601480.3
CLVBTC,0.00000029,20418104.5
CLVBNB,0.0002643,6676729.7
CLVBUSD,0.03282,14094939.7
CLVUSDT,0.02937,13386084.7
QNTBTC,0.0010432,431.139
QNTBNB,0.4015,3857.107
QNTBUSD,85.5,4525.487
QNTUSDT,75.04,16127.338
FLOWBTC,0.00000096,5959771.23
FLOWBNB,0.002474,452954.68
FLOWBUSD,0.513,1172292.94
FLOWUSDT,0.03302,29417209.4
XECBUSD,0.000031,20056993751
AXSBRL,38.36,42155.28
AXSAUD,8.66,118796.11
TVKUSDT,0.05405,18996930
MINABTC,0.00000095,2793292.6
MINABNB,0.001666,629546.9
MINABUSD,0.3779,1539769.4
MINAUSDT,0.0559,16051812.9
RAYBNB,0.003868,134230.8
RAYBUSD,0.1701,2680866.2
RAYUSDT,0.637,1311864.3
FARMBTC,0.000751,11181.804
FARMBNB,0,0
FARMBUSD,21.12,14560.83
FARMUSDT,11.93,9229.525
ALPACABTC,0.00000234,889912
ALPACABNB,0,0
ALPACABUSD,0.1439,1887034.8
ALPACAUSDT,0.2244,1179708.9
TLMTRY,0.0731,286610242
QUICKUSDT,0.00994,6792519
ORNBUSD,0.5519,595813
MBOXBTC,0.00000102,4025880.1
MBOXBNB,0.000692,1292181.4
MBOXBUSD,0.209,1134110.4
MBOXUSDT,0.0127,36679983.3
VGXBTC,0.00002524,731685.7
VGXETH,0.000348,745115
FORUSDT,0.00306,112283124
REQUSDT,0.0675,1002572
GHSTUSDT,0.108,1012047
TRURUB,2.98,5655512
FISBRL,1.781,1103128.3
WAXPUSDT,0.0066,33855287
WAXPBUSD,0.0417,7016198
WAXPBNB,0.0001706,6299750
WAXPBTC,0.00000009,39437942
TRIBEBTC,0,0
TRIBEBNB,0,0
TRIBEBUSD,0.2057,3318990
TRIBEUSDT,0.2018,2401137
GNOUSDT,122.9,825.177
GNOBUSD,0,0
GNOBNB,0,0
GNOBTC,0,0
ARPATRY,0.4148,46790081
PROMBTC,0.0000896,57465.96
MTLBUSD,1.353,314254.6
OGNBUSD,0.1129,6194266.6
XECUSDT,0.000007,20935603424
C98BRL,1.308,1890440.6
SOLAUD,28.48,27051.976
XRPBIDR,7835,897298.4
POLYBUSD,0.27,3471499.2
ELFUSDT,0.2272,2922677.5
DYDXUSDT,0.099,13993246.44
DYDXBUSD,3.771,159108.04
DYDXBNB,0.003333,48441.65
DYDXBTC,0.00000169,1846814.8
ELFBUSD,0.3403,2980424.5
POLYUSDT,0.2696,5552157.1
IDEXUSDT,0.00199,164208495.7
VIDTUSDT,0.00115,148266713
SOLBIDR,311087,17618.4757
AXSBIDR,72500,16445.458
BTCUSDP,19435.03,181.51433
ETHUSDP,1344.37,2576.3586
BNBUSDP,282.09,16507.64
USDPBUSD,1,7335780.67
USDPUSDT,1.0001,160223
GALAUSDT,0.00309,733672179
GALABUSD,0.02957,21508535
GALABNB,0.00002877,17251338
GALABTC,0.00000009,117627635
FTMBIDR,3413,2780492.1
ALGOBIDR,0,0
CAKEAUD,0,0
KSMAUD,0,0
WAVESRUB,0,0
SUNBUSD,0.00544,63242557
ILVUSDT,3.87,75472.496
ILVBUSD,39.06,6415.371
ILVBNB,0.179,8109.763
ILVBTC,0.000059,78590.196
RENBUSD,0.045398,7299238
YGGUSDT,0.03821,14632625.8
YGGBUSD,0.4053,1042061
YGGBNB,0.000687,2185132.7
YGGBTC,0.00000058,9801143.5
STXBUSD,0.6756,738056.4
SYSUSDT,0.01122,30112021
DFUSDT,0.00164,62177606
SOLUSDC,84.02,526908.583
ARPARUB,4.928,6826810
LTCUAH,3191,6509.124
FETBUSD,0.4915,2012362
ARPABUSD,0.0466,8537365.2
LSKBUSD,0.844,318508.4
AVAXBIDR,266752,20002.42
ALICEBIDR,29103,453162.16
FIDAUSDT,0.01628,95997894.8
FIDABUSD,0.1782,2778882.5
FIDABNB,0,0
FIDABTC,0.00000028,16777917.8
DENTBUSD,0.000707,315319274
FRONTUSDT,0.88,632357
CVPUSDT,0.0339,10302989.3
AGLDBTC,0.0000031,1320728.3
AGLDBNB,0,0
AGLDBUSD,0.827,263381.3
AGLDUSDT,0.26,2258951.1
RADBTC,0.00001387,452348.4
RADBNB,0.01032,196334.9
RADBUSD,1.321,323766.6
RADUSDT,0.223,2528114.2
UNIAUD,0,0
HIVEBUSD,0.2758,1103493
STPTBUSD,0.04185,8247075.4
BETABTC,0.00000067,5895964
BETABNB,0.000335,2819362
BETABUSD,0.06354,5971388
BETAUSDT,0.00036,453655672
SHIBAUD,0.00001121,82769407396
RAREBTC,0.00000025,12120658.2
RAREBNB,0.000691,4183927
RAREBUSD,0.0596,5879400.1
RAREUSDT,0.0155,263879917.5
AVAXBRL,48.4,1596.46
AVAXAUD,17.91,43919.1
LUNAAUD,0,0
TROYBUSD,0.002269,253139938
AXSETH,0.0007778,434992.118
FTMETH,0.0002148,913401.4
SOLETH,0.03814,11054.688
SSVBTC,0.00004191,140831.02
SSVETH,0.001299,82836.47
LAZIOTRY,30.69,97508.32
LAZIOEUR,2.548,183909.25
LAZIOBTC,0.00003995,49069.87
LAZIOUSDT,0.688,490491.04
CHESSBTC,0.00000272,1411627.3
CHESSBNB,0,0
CHESSBUSD,0.12,3045226.7
CHESSUSDT,0.00281,52870057.5
FTMAUD,0.42,2331607
FTMBRL,1.923,812973.3
SCRTBUSD,0.2629,1214540.8
ADXUSDT,0.0766,6316988
AUCTIONUSDT,4.73,57690.68
CELOBUSD,0.47,1145068.6
FTMRUB,36.85,457823.7
NUAUD,0,0
NURUB,0,0
REEFTRY,0.02349,214599289
REEFBIDR,0,0
SHIBDOGE,0.0000629,32676370855
DARUSDT,0.21707,3335747
DARBUSD,0.07995,2485073
DARBNB,0.00037248,2054055
DARBTC,0.00000157,1177101
BNXBTC,0.00000384,938556
BNXBNB,0.001227,685188.2
BNXBUSD,0.2743,1492223.9
BNXUSDT,1.7819,433970.9
RGTUSDT,0,0
RGTBTC,0,0
RGTBUSD,0,0
RGTBNB,0,0
LAZIOBUSD,1.644,287115.64
OXTBUSD,0.0513,7155496
MANATRY,4.15,4645525.2
ALGORUB,12.6,2236567.5
SHIBUAH,0,0
LUNABIDR,0,0
AUDUSDC,0.6477,2547764
MOVRBTC,0.0000263,122138.323
MOVRBNB,0,0
MOVRBUSD,3.69,96331.85
MOVRUSDT,1.223,547153.709
CITYBTC,0.0000603,29169.05
CITYBNB,0.01454,123700.01
CITYBUSD,2.964,116321.73
CITYUSDT,0.513,803345.06
ENSBTC,0.0001035,86993.54
ENSBNB,0.03091,42171.59
ENSBUSD,6.96,40241.93
ENSUSDT,5.81,204643.9
SANDETH,0.0001466,998662.7
DOTETH,0.0006012,4922.8
MATICETH,0.0001616,1459701.3
ANKRBUSD,0.01906,26083827.2
SANDTRY,3.55,1398225
MANABRL,1.661,646456.9
KP3RUSDT,16.48,22226.5
QIUSDT,0.00149,234661983
QIBUSD,0.00507,64191544
QIBNB,0,0
QIBTC,0.00000012,45219694
PORTOBTC,0.00002103,113020.14
PORTOUSDT,0.983,85515.56
PORTOTRY,43.95,41176.04
PORTOEUR,2.715,180501.05
POWRUSDT,0.0666,3448485
POWRBUSD,0.1504,3120724
AVAXETH,0.004308,3479.89
SLPTRY,0.02637,336419044
FISTRY,0,0
LRCTRY,0.825,34097186.8
CHRETH,0.0000708,2135735.8
FISBIDR,0,0
VGXUSDT,0.018,29163929.9
GALAETH,0.00000137,1233528
JASMYUSDT,0.00535,111728158.6
JASMYBUSD,0.003593,151524213.9
JASMYBNB,0.00001767,113194352.5
JASMYBTC,0.00000017,418405153.9
AMPBTC,0.0000001,563486155
AMPBNB,0,0
AMPBUSD,0.001429,235010255
AMPUSDT,0.000906,401732995
PLABTC,0.00000465,4144964.73
PLABNB,0.0006968,2088718.43
PLABUSD,0.1477,3360787.47
PLAUSDT,0.2347,3506608.82
PYRBTC,0.00000512,785591.117
PYRBUSD,3.903,82231.642
PYRUSDT,0.255,3305101.705
RNDRBTC,0.0001032,162508.06
RNDRUSDT,7.03,233254.93
RNDRBUSD,3.04,178054.59
ALCXBTC,0.0002373,15859.0222
ALCXBUSD,10.73,31342.3177
ALCXUSDT,5.07,15713.6067
SANTOSBTC,0.00001524,22962.91
SANTOSUSDT,1.104,853858.82
SANTOSBRL,20,66817.29
SANTOSTRY,49.17,700300.52
MCBTC,0.000014,907098.16
MCBUSD,0.2657,1286179.42
MCUSDT,0.4861,1286633.32
BELTRY,4.51,3855410.51
COCOSBUSD,1.7589,507808
DENTTRY,0.00736,5718703714
ENJTRY,1.378,883575644.3
NEORUB,734,16734.891
SANDAUD,0.6359,482520
SLPBIDR,32.3,191087864
ANYBTC,0,0
ANYBUSD,0,0
ANYUSDT,0,0
BICOBTC,0.00000047,9577835.71
BICOBUSD,0.2514,1795450.06
BICOUSDT,0.0235,16738392.79
